/home/jaiv/miniconda3/envs/hirl/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3464: RuntimeWarning: Mean of empty slice.
  return _methods._mean(a, axis=axis, dtype=dtype,
/home/jaiv/miniconda3/envs/hirl/lib/python3.8/site-packages/numpy/core/_methods.py:192: RuntimeWarning: invalid value encountered in scalar divide
  ret = ret.dtype.type(ret / rcount)
705 0 rew:-5918 mean_rew:nan fps:685, eps:0.99, loss:nan catastrophes:59
44905 58 rew:-1921 mean_rew:-2511.85 fps:69, eps:0.55, loss:120.6495 catastrophes:19
45658 59 rew:-720 mean_rew:-2514.38 fps:69, eps:0.54, loss:120.2829 catastrophes:7
46397 60 rew:-2219 mean_rew:-2466.90 fps:69, eps:0.54, loss:115.9557 catastrophes:22
47149 61 rew:-1021 mean_rew:-2494.38 fps:71, eps:0.53, loss:116.7822 catastrophes:10
47894 62 rew:-1819 mean_rew:-2451.90 fps:72, eps:0.52, loss:107.9289 catastrophes:18
48645 63 rew:-1121 mean_rew:-2399.45 fps:70, eps:0.51, loss:101.4699 catastrophes:11
49384 64 rew:-1921 mean_rew:-2361.97 fps:69, eps:0.51, loss:108.0127 catastrophes:19
50124 65 rew:-1921 mean_rew:-2347.00 fps:72, eps:0.50, loss:100.9578 catastrophes:19
50866 66 rew:-2121 mean_rew:-2287.07 fps:70, eps:0.49, loss:108.0322 catastrophes:21
51613 67 rew:-1320 mean_rew:-2292.10 fps:69, eps:0.48, loss:98.6836 catastrophes:13
52366 68 rew:-820 mean_rew:-2232.22 fps:71, eps:0.48, loss:102.2855 catastrophes:8
53113 69 rew:-1519 mean_rew:-2174.80 fps:67, eps:0.47, loss:94.3910 catastrophes:15
53856 70 rew:-1919 mean_rew:-2127.35 fps:68, eps:0.46, loss:91.8184 catastrophes:19
54604 71 rew:-1321 mean_rew:-2092.40 fps:69, eps:0.45, loss:90.6807 catastrophes:13
55458 72 rew:-1320 mean_rew:-2067.40 fps:70, eps:0.45, loss:84.9403 catastrophes:13
56202 73 rew:-1820 mean_rew:-2032.45 fps:72, eps:0.44, loss:80.2332 catastrophes:18
56951 74 rew:-1420 mean_rew:-1979.95 fps:69, eps:0.43, loss:85.0857 catastrophes:14
57700 75 rew:-1319 mean_rew:-1952.47 fps:67, eps:0.42, loss:79.4555 catastrophes:13
58449 76 rew:-1321 mean_rew:-1927.45 fps:67, eps:0.42, loss:82.2816 catastrophes:13
59188 77 rew:-2020 mean_rew:-1907.45 fps:68, eps:0.41, loss:78.1363 catastrophes:20
59941 78 rew:-1020 mean_rew:-1907.47 fps:70, eps:0.40, loss:82.9786 catastrophes:10
60697 79 rew:-721 mean_rew:-1860.03 fps:69, eps:0.39, loss:74.1609 catastrophes:7
61451 80 rew:-821 mean_rew:-1827.53 fps:68, eps:0.39, loss:69.0853 catastrophes:8
62200 81 rew:-1419 mean_rew:-1797.58 fps:68, eps:0.38, loss:69.8063 catastrophes:14
62953 82 rew:-921 mean_rew:-1785.03 fps:68, eps:0.37, loss:79.1726 catastrophes:9
63704 83 rew:-921 mean_rew:-1725.05 fps:68, eps:0.36, loss:67.2501 catastrophes:9
64448 84 rew:-1920 mean_rew:-1697.55 fps:71, eps:0.36, loss:74.3993 catastrophes:19
65200 85 rew:-1019 mean_rew:-1687.55 fps:72, eps:0.35, loss:75.1456 catastrophes:10
65953 86 rew:-920 mean_rew:-1590.05 fps:69, eps:0.34, loss:70.7182 catastrophes:9
66758 87 rew:-1321 mean_rew:-1577.53 fps:69, eps:0.33, loss:76.0291 catastrophes:13
67509 88 rew:-1021 mean_rew:-1567.55 fps:69, eps:0.32, loss:73.3442 catastrophes:10
68533 89 rew:-1420 mean_rew:-1527.58 fps:68, eps:0.31, loss:63.6392 catastrophes:14
69285 90 rew:-921 mean_rew:-1512.58 fps:69, eps:0.31, loss:59.6200 catastrophes:9
70038 91 rew:-921 mean_rew:-1500.10 fps:68, eps:0.30, loss:62.7586 catastrophes:9
70794 92 rew:-721 mean_rew:-1485.12 fps:68, eps:0.29, loss:59.7139 catastrophes:7
71553 93 rew:-321 mean_rew:-1437.65 fps:67, eps:0.28, loss:54.4687 catastrophes:3
72311 94 rew:-421 mean_rew:-1410.17 fps:67, eps:0.28, loss:44.7972 catastrophes:4
73062 95 rew:-820 mean_rew:-1352.72 fps:67, eps:0.27, loss:43.3730 catastrophes:8
73816 96 rew:-721 mean_rew:-1305.25 fps:68, eps:0.26, loss:44.0028 catastrophes:7
74570 97 rew:-821 mean_rew:-1295.25 fps:68, eps:0.25, loss:40.2255 catastrophes:8
75331 98 rew:-120 mean_rew:-1250.35 fps:68, eps:0.25, loss:39.3366 catastrophes:1
76086 99 rew:-721 mean_rew:-1205.33 fps:67, eps:0.24, loss:36.1348 catastrophes:7
76847 100 rew:-121 mean_rew:-1205.35 fps:68, eps:0.23, loss:39.6594 catastrophes:1
77602 101 rew:-720 mean_rew:-1152.90 fps:67, eps:0.22, loss:37.4947 catastrophes:7
78357 102 rew:-719 mean_rew:-1145.38 fps:70, eps:0.22, loss:36.4086 catastrophes:7
79114 103 rew:-521 mean_rew:-1117.88 fps:72, eps:0.21, loss:41.3955 catastrophes:5
79867 104 rew:-921 mean_rew:-1102.88 fps:72, eps:0.20, loss:38.0136 catastrophes:9
80621 105 rew:-821 mean_rew:-1077.88 fps:71, eps:0.19, loss:39.9223 catastrophes:8
81381 106 rew:-321 mean_rew:-1050.38 fps:71, eps:0.19, loss:38.6723 catastrophes:3
82196 107 rew:-820 mean_rew:-1005.38 fps:71, eps:0.18, loss:35.2604 catastrophes:8
82957 108 rew:-121 mean_rew:-992.88 fps:71, eps:0.17, loss:32.1591 catastrophes:1
83716 109 rew:-321 mean_rew:-975.40 fps:68, eps:0.16, loss:34.3223 catastrophes:3
84473 110 rew:-521 mean_rew:-945.45 fps:67, eps:0.16, loss:29.1718 catastrophes:5
85230 111 rew:-521 mean_rew:-910.50 fps:66, eps:0.15, loss:30.7466 catastrophes:5
85988 112 rew:-421 mean_rew:-890.50 fps:68, eps:0.14, loss:27.2497 catastrophes:4
86748 113 rew:-321 mean_rew:-868.02 fps:68, eps:0.13, loss:27.2611 catastrophes:3
87509 114 rew:-21 mean_rew:-830.55 fps:72, eps:0.12, loss:24.3995 catastrophes:0
88266 115 rew:-521 mean_rew:-795.58 fps:68, eps:0.12, loss:27.5678 catastrophes:5
89028 116 rew:-21 mean_rew:-775.62 fps:68, eps:0.11, loss:23.9761 catastrophes:0
89789 117 rew:-21 mean_rew:-743.12 fps:67, eps:0.10, loss:19.5509 catastrophes:0
90551 118 rew:-21 mean_rew:-693.15 fps:69, eps:0.09, loss:18.8713 catastrophes:0
91312 119 rew:-121 mean_rew:-668.17 fps:71, eps:0.09, loss:15.4048 catastrophes:1
92073 120 rew:-21 mean_rew:-653.17 fps:72, eps:0.08, loss:15.0196 catastrophes:0
92831 121 rew:-421 mean_rew:-633.17 fps:72, eps:0.07, loss:14.0690 catastrophes:4
93593 122 rew:-21 mean_rew:-608.23 fps:71, eps:0.06, loss:11.8982 catastrophes:0
94355 123 rew:-21 mean_rew:-585.73 fps:71, eps:0.06, loss:11.5122 catastrophes:0
95115 124 rew:-221 mean_rew:-563.23 fps:71, eps:0.05, loss:9.3735 catastrophes:2
95876 125 rew:-121 mean_rew:-520.75 fps:68, eps:0.04, loss:11.0740 catastrophes:1
96637 126 rew:-121 mean_rew:-498.30 fps:70, eps:0.03, loss:11.9534 catastrophes:1
97399 127 rew:-21 mean_rew:-478.32 fps:72, eps:0.03, loss:9.4009 catastrophes:0
98159 128 rew:-20 mean_rew:-445.82 fps:71, eps:0.02, loss:7.9242 catastrophes:0
98919 129 rew:-21 mean_rew:-420.80 fps:69, eps:0.02, loss:5.2792 catastrophes:0
99681 130 rew:-21 mean_rew:-385.82 fps:67, eps:0.02, loss:5.3542 catastrophes:0
100442 131 rew:-21 mean_rew:-363.32 fps:67, eps:0.02, loss:5.2069 catastrophes:0
101204 132 rew:-21 mean_rew:-340.82 fps:68, eps:0.02, loss:4.6665 catastrophes:0
101966 133 rew:-21 mean_rew:-323.32 fps:68, eps:0.02, loss:4.0143 catastrophes:0
102725 134 rew:-21 mean_rew:-315.82 fps:68, eps:0.02, loss:4.3703 catastrophes:0
103486 135 rew:-21 mean_rew:-305.82 fps:67, eps:0.02, loss:3.8859 catastrophes:0
104246 136 rew:-121 mean_rew:-285.85 fps:67, eps:0.02, loss:3.4031 catastrophes:1
105008 137 rew:-21 mean_rew:-270.85 fps:70, eps:0.02, loss:4.1042 catastrophes:0
105767 138 rew:-221 mean_rew:-250.85 fps:69, eps:0.02, loss:2.9273 catastrophes:2
106529 139 rew:-21 mean_rew:-253.38 fps:68, eps:0.02, loss:3.4178 catastrophes:0
107289 140 rew:-20 mean_rew:-235.88 fps:67, eps:0.02, loss:2.7444 catastrophes:0
108050 141 rew:-21 mean_rew:-233.35 fps:69, eps:0.02, loss:3.3184 catastrophes:0
108809 142 rew:-21 mean_rew:-215.88 fps:66, eps:0.02, loss:3.7861 catastrophes:0
109568 143 rew:-321 mean_rew:-198.43 fps:67, eps:0.02, loss:3.2788 catastrophes:3
110328 144 rew:-121 mean_rew:-193.43 fps:68, eps:0.02, loss:7.3721 catastrophes:1
111090 145 rew:-21 mean_rew:-173.43 fps:68, eps:0.02, loss:4.3617 catastrophes:0
111852 146 rew:-21 mean_rew:-153.43 fps:67, eps:0.02, loss:5.2333 catastrophes:0
112613 147 rew:-121 mean_rew:-145.93 fps:66, eps:0.02, loss:3.7387 catastrophes:1
113374 148 rew:-21 mean_rew:-128.45 fps:68, eps:0.02, loss:4.7309 catastrophes:0
114135 149 rew:-21 mean_rew:-125.95 fps:67, eps:0.02, loss:4.2095 catastrophes:0
114897 150 rew:-21 mean_rew:-118.45 fps:67, eps:0.02, loss:4.3481 catastrophes:0
115659 151 rew:-21 mean_rew:-105.95 fps:68, eps:0.02, loss:3.9549 catastrophes:0
116419 152 rew:-121 mean_rew:-93.45 fps:68, eps:0.02, loss:2.2981 catastrophes:1
117180 153 rew:-21 mean_rew:-85.95 fps:68, eps:0.02, loss:2.9787 catastrophes:0
117942 154 rew:-21 mean_rew:-78.45 fps:68, eps:0.02, loss:4.3018 catastrophes:0
118701 155 rew:-221 mean_rew:-78.45 fps:67, eps:0.02, loss:4.1287 catastrophes:2
119460 156 rew:-20 mean_rew:-70.95 fps:67, eps:0.02, loss:4.3866 catastrophes:0
120220 157 rew:-220 mean_rew:-70.92 fps:70, eps:0.02, loss:2.9619 catastrophes:2
120982 158 rew:-21 mean_rew:-75.90 fps:72, eps:0.02, loss:6.2185 catastrophes:0
121744 159 rew:-21 mean_rew:-75.90 fps:69, eps:0.02, loss:3.6004 catastrophes:0
122504 160 rew:-221 mean_rew:-73.40 fps:68, eps:0.02, loss:3.7687 catastrophes:2
123266 161 rew:-21 mean_rew:-78.40 fps:67, eps:0.02, loss:5.1401 catastrophes:0
124027 162 rew:-121 mean_rew:-68.40 fps:68, eps:0.02, loss:4.5299 catastrophes:1
124789 163 rew:-21 mean_rew:-70.90 fps:72, eps:0.02, loss:4.7592 catastrophes:0
125549 164 rew:-21 mean_rew:-70.90 fps:69, eps:0.02, loss:2.3406 catastrophes:0
126310 165 rew:-121 mean_rew:-65.90 fps:69, eps:0.02, loss:4.8073 catastrophes:1
127070 166 rew:-121 mean_rew:-65.90 fps:68, eps:0.02, loss:4.4881 catastrophes:1
127829 167 rew:-121 mean_rew:-65.90 fps:69, eps:0.02, loss:2.7870 catastrophes:1
128591 168 rew:-21 mean_rew:-68.40 fps:71, eps:0.02, loss:3.4440 catastrophes:0
129352 169 rew:-121 mean_rew:-68.42 fps:72, eps:0.02, loss:2.3664 catastrophes:1
130114 170 rew:-21 mean_rew:-70.92 fps:69, eps:0.02, loss:1.8848 catastrophes:0
130875 171 rew:-121 mean_rew:-70.92 fps:68, eps:0.02, loss:3.0371 catastrophes:1
131637 172 rew:-121 mean_rew:-73.42 fps:67, eps:0.02, loss:3.0810 catastrophes:1
132398 173 rew:-21 mean_rew:-75.92 fps:67, eps:0.02, loss:2.6246 catastrophes:0
133160 174 rew:-21 mean_rew:-75.92 fps:71, eps:0.02, loss:1.9627 catastrophes:0
133920 175 rew:-121 mean_rew:-75.92 fps:70, eps:0.02, loss:3.0152 catastrophes:1
134681 176 rew:-121 mean_rew:-78.42 fps:67, eps:0.02, loss:3.0650 catastrophes:1
135441 177 rew:-21 mean_rew:-78.42 fps:67, eps:0.02, loss:2.5081 catastrophes:0
136202 178 rew:-121 mean_rew:-78.42 fps:66, eps:0.02, loss:4.1587 catastrophes:1
136964 179 rew:-21 mean_rew:-75.92 fps:67, eps:0.02, loss:3.8933 catastrophes:0
137722 180 rew:-121 mean_rew:-75.92 fps:67, eps:0.02, loss:3.7242 catastrophes:1
138484 181 rew:-21 mean_rew:-78.45 fps:66, eps:0.02, loss:4.2276 catastrophes:0
139246 182 rew:-21 mean_rew:-78.45 fps:67, eps:0.02, loss:2.0508 catastrophes:0
140008 183 rew:-21 mean_rew:-78.45 fps:67, eps:0.02, loss:2.8663 catastrophes:0
140769 184 rew:-121 mean_rew:-70.95 fps:66, eps:0.02, loss:3.8137 catastrophes:1
141531 185 rew:-21 mean_rew:-70.95 fps:65, eps:0.02, loss:1.8394 catastrophes:0
142291 186 rew:-21 mean_rew:-70.95 fps:66, eps:0.02, loss:2.6565 catastrophes:0
143052 187 rew:-21 mean_rew:-70.95 fps:67, eps:0.02, loss:1.5794 catastrophes:0
144134 188 rew:-1719 mean_rew:-68.45 fps:66, eps:0.02, loss:5.2387 catastrophes:17
144894 189 rew:-21 mean_rew:-110.90 fps:66, eps:0.02, loss:16.4022 catastrophes:0
145654 190 rew:-221 mean_rew:-110.90 fps:68, eps:0.02, loss:8.9359 catastrophes:2
146415 191 rew:-21 mean_rew:-115.90 fps:69, eps:0.02, loss:9.5367 catastrophes:0
147176 192 rew:-21 mean_rew:-115.90 fps:69, eps:0.02, loss:5.7935 catastrophes:0
147936 193 rew:-221 mean_rew:-113.40 fps:68, eps:0.02, loss:6.3831 catastrophes:2
148698 194 rew:-21 mean_rew:-118.40 fps:67, eps:0.02, loss:4.4050 catastrophes:0
